#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_072864330.1	443254.Marpi_0124	2.31e-117	343.0	COG1752@1|root,COG1752@2|Bacteria,2GCXT@200918|Thermotogae	200918|Thermotogae	S	PFAM Patatin	-	-	-	ko:K07001	-	-	-	-	ko00000	-	-	-	Patatin
WP_072864332.1	443254.Marpi_0125	0.0	930.0	COG1196@1|root,COG1196@2|Bacteria	2|Bacteria	D	nuclear chromosome segregation	-	-	-	-	-	-	-	-	-	-	-	-	DUF2062,UPF0242
WP_072864335.1	443254.Marpi_0126	9.14e-247	696.0	COG1470@1|root,COG1470@2|Bacteria,2GDQF@200918|Thermotogae	200918|Thermotogae	S	PEGA domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF4384,PEGA
WP_072864337.1	443254.Marpi_0127	3.89e-70	214.0	COG1846@1|root,COG1846@2|Bacteria,2GD94@200918|Thermotogae	200918|Thermotogae	K	PFAM regulatory protein, MarR	-	-	-	-	-	-	-	-	-	-	-	-	MarR,MarR_2
WP_072864341.1	443254.Marpi_0129	9.17e-256	709.0	COG2265@1|root,COG2265@2|Bacteria,2GCAD@200918|Thermotogae	200918|Thermotogae	J	Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family	-	-	2.1.1.190	ko:K03215	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	TRAM,tRNA_U5-meth_tr
WP_072864343.1	443254.Marpi_0130	0.0	1634.0	COG0058@1|root,COG0058@2|Bacteria,2GCCY@200918|Thermotogae	200918|Thermotogae	G	Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties	-	-	2.4.1.1	ko:K00688	ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931	-	R02111	-	ko00000,ko00001,ko01000	-	GT35	-	DUF3417,Phosphorylase
WP_072864345.1	416591.Tlet_1405	2.27e-13	67.8	COG1633@1|root,COG1633@2|Bacteria,2GD84@200918|Thermotogae	200918|Thermotogae	S	PFAM Rubrerythrin	-	-	-	-	-	-	-	-	-	-	-	-	Rubrerythrin
WP_072864349.1	891968.Anamo_1440	2.61e-300	837.0	COG4231@1|root,COG4231@2|Bacteria,3T9PR@508458|Synergistetes	508458|Synergistetes	C	Catalyzes the ferredoxin-dependent oxidative decarboxylation of arylpyruvates	-	-	1.2.7.8	ko:K00179	-	-	-	-	br01601,ko00000,ko01000	-	-	-	Fer4,POR_N,TPP_enzyme_C
WP_072864351.1	1499967.BAYZ01000179_gene4627	8.66e-74	228.0	COG1014@1|root,COG1014@2|Bacteria	2|Bacteria	C	Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin	-	-	1.2.7.8	ko:K00180	-	-	-	-	br01601,ko00000,ko01000	-	-	-	POR
WP_072864353.1	443254.Marpi_0644	0.0	1156.0	COG0556@1|root,COG0556@2|Bacteria,2GCES@200918|Thermotogae	200918|Thermotogae	L	damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage	uvrB	-	-	ko:K03702	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	Helicase_C,ResIII,UVR,UvrB
WP_072864355.1	443254.Marpi_0646	1.4e-250	692.0	COG0205@1|root,COG0205@2|Bacteria,2GCHU@200918|Thermotogae	200918|Thermotogae	H	Catalyzes the phosphorylation of D-fructose 6-phosphate, the first committing step of glycolysis. Uses inorganic phosphate (PPi) as phosphoryl donor instead of ATP like common ATP-dependent phosphofructokinases (ATP-PFKs), which renders the reaction reversible, and can thus function both in glycolysis and gluconeogenesis. Consistently, PPi-PFK can replace the enzymes of both the forward (ATP-PFK) and reverse (fructose-bisphosphatase (FBPase)) reactions	pfp	-	2.7.1.11,2.7.1.90	ko:K21071	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130	-	R00756,R00764,R02073,R03236,R04779	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PFK
WP_072864357.1	443254.Marpi_0647	8.17e-243	672.0	COG0306@1|root,COG0306@2|Bacteria,2GCJD@200918|Thermotogae	200918|Thermotogae	P	PFAM phosphate transporter	-	-	-	ko:K03306	-	-	-	-	ko00000	2.A.20	-	-	PHO4
WP_072864359.1	443254.Marpi_0648	2.95e-128	367.0	COG1392@1|root,COG1392@2|Bacteria,2GD5R@200918|Thermotogae	200918|Thermotogae	P	phosphate transport regulator	-	-	-	ko:K07220	-	-	-	-	ko00000	-	-	-	PhoU_div
WP_072864363.1	443254.Marpi_0496	3.92e-48	154.0	COG0526@1|root,COG0526@2|Bacteria,2GDJ9@200918|Thermotogae	200918|Thermotogae	CO	PFAM glutaredoxin 2	-	-	-	-	-	-	-	-	-	-	-	-	Thioredoxin
WP_072864365.1	443254.Marpi_0494	2.83e-154	441.0	COG0530@1|root,COG0530@2|Bacteria,2GCTS@200918|Thermotogae	200918|Thermotogae	P	PFAM sodium calcium exchanger	-	-	-	ko:K07301	-	-	-	-	ko00000,ko02000	2.A.19.5	-	-	Na_Ca_ex
WP_072864371.1	443254.Marpi_0491	1.53e-30	113.0	COG1983@1|root,COG1983@2|Bacteria,2GDIU@200918|Thermotogae	200918|Thermotogae	KT	PFAM PspC domain	-	-	-	ko:K03973	-	-	-	-	ko00000,ko02048,ko03000	-	-	-	PspC
WP_072864373.1	443254.Marpi_0490	2.55e-56	189.0	2CDPR@1|root,33IJP@2|Bacteria,2GDNF@200918|Thermotogae	200918|Thermotogae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_072864375.1	443254.Marpi_0488	3.61e-145	417.0	COG1131@1|root,COG1131@2|Bacteria,2GCDJ@200918|Thermotogae	200918|Thermotogae	V	PFAM ABC transporter	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
WP_072864377.1	443254.Marpi_0487	1.98e-147	429.0	COG0842@1|root,COG1511@1|root,COG0842@2|Bacteria,COG1511@2|Bacteria,2GCIC@200918|Thermotogae	200918|Thermotogae	V	PFAM ABC-2 type transporter	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane_3
WP_072864379.1	443254.Marpi_0486	4.98e-112	337.0	COG0842@1|root,COG0842@2|Bacteria,2GCYJ@200918|Thermotogae	200918|Thermotogae	V	PFAM ABC-2 type transporter	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane,ABC2_membrane_3
WP_072864381.1	443254.Marpi_2000	0.0	1110.0	COG0445@1|root,COG0445@2|Bacteria,2GCA9@200918|Thermotogae	200918|Thermotogae	D	NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34	gidA	GO:0000166,GO:0001510,GO:0002097,GO:0002098,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048037,GO:0050660,GO:0050662,GO:0071704,GO:0090304,GO:0097159,GO:1901265,GO:1901360,GO:1901363	-	ko:K03495	-	-	R08701	RC00053,RC00209,RC00870	ko00000,ko03016,ko03036	-	-	-	GIDA,GIDA_assoc
WP_072864382.1	443254.Marpi_0670	2.85e-175	515.0	COG3437@1|root,COG3437@2|Bacteria,2GE50@200918|Thermotogae	200918|Thermotogae	T	HD domain	-	-	-	-	-	-	-	-	-	-	-	-	HD_5
WP_072864384.1	443254.Marpi_0672	1.39e-105	308.0	COG0741@1|root,COG0741@2|Bacteria,2GD7S@200918|Thermotogae	200918|Thermotogae	M	PFAM Lytic transglycosylase catalytic	-	-	-	-	-	-	-	-	-	-	-	-	SLT
WP_072864390.1	545697.HMPREF0216_01320	9.25e-47	161.0	COG5036@1|root,COG5036@2|Bacteria,1TYFN@1239|Firmicutes,24AGZ@186801|Clostridia,36GDG@31979|Clostridiaceae	186801|Clostridia	P	VTC domain	-	-	-	-	-	-	-	-	-	-	-	-	VTC
WP_072864392.1	717606.PaecuDRAFT_4724	1.93e-54	181.0	COG1285@1|root,COG1285@2|Bacteria,1TRUW@1239|Firmicutes,4HCNB@91061|Bacilli,26QNV@186822|Paenibacillaceae	91061|Bacilli	S	Domain of unknown function (DUF4956)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4956
WP_072864394.1	443254.Marpi_0674	0.0	1409.0	COG0296@1|root,COG0296@2|Bacteria,2GDYI@200918|Thermotogae	200918|Thermotogae	G	Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position	glgB	-	2.4.1.18	ko:K00700	ko00500,ko01100,ko01110,map00500,map01100,map01110	M00565	R02110	-	ko00000,ko00001,ko00002,ko01000,ko04147	-	CBM48,GH13	-	Alpha-amylase,Alpha-amylase_C,CBM_48
WP_072864406.1	521045.Kole_0879	2.19e-119	354.0	COG1680@1|root,COG1680@2|Bacteria,2GCB1@200918|Thermotogae	200918|Thermotogae	V	PFAM Beta-lactamase	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase
WP_072864408.1	443254.Marpi_1964	3.72e-113	333.0	COG1376@1|root,COG1376@2|Bacteria,2GDTE@200918|Thermotogae	200918|Thermotogae	S	ErfK ybiS ycfS ynhG family protein	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_072864410.1	443254.Marpi_1963	6.05e-204	573.0	COG0019@1|root,COG0019@2|Bacteria,2GBYB@200918|Thermotogae	200918|Thermotogae	E	Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine	lysA	-	4.1.1.20	ko:K01586	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R00451	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	iLJ478.TM1517	Orn_Arg_deC_N,Orn_DAP_Arg_deC
WP_072864412.1	521045.Kole_0872	6.38e-157	453.0	COG2027@1|root,COG2027@2|Bacteria,2GD6J@200918|Thermotogae	200918|Thermotogae	M	D-alanyl-D-alanine carboxypeptidase	-	-	3.4.16.4	ko:K07259	ko00550,map00550	-	-	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	-	Peptidase_S13
WP_072864414.1	521045.Kole_0873	1.03e-164	464.0	COG0395@1|root,COG0395@2|Bacteria,2GCNE@200918|Thermotogae	200918|Thermotogae	P	PFAM binding-protein-dependent transport systems inner membrane component	-	-	-	ko:K02026	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
WP_072864416.1	521045.Kole_0874	4.95e-157	446.0	COG1175@1|root,COG1175@2|Bacteria,2GC8J@200918|Thermotogae	200918|Thermotogae	P	PFAM binding-protein-dependent transport systems inner membrane component	-	-	-	ko:K02025,ko:K17242	ko02010,map02010	M00207,M00600	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1,3.A.1.1.39	-	-	BPD_transp_1
WP_072864417.1	521045.Kole_0875	1.59e-243	674.0	COG2182@1|root,COG2182@2|Bacteria,2GCKG@200918|Thermotogae	200918|Thermotogae	G	PFAM extracellular solute-binding protein family 1	-	-	-	ko:K02027	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	SBP_bac_1
WP_072864421.1	521045.Kole_0877	2.39e-103	306.0	COG2188@1|root,COG2188@2|Bacteria,2GCM0@200918|Thermotogae	2|Bacteria	K	GntR family	yvoA	-	-	ko:K03710	-	-	-	-	ko00000,ko03000	-	-	-	GntR,UTRA
WP_072864425.1	443254.Marpi_1924	3.49e-207	576.0	COG4608@1|root,COG4608@2|Bacteria,2GC91@200918|Thermotogae	200918|Thermotogae	P	Belongs to the ABC transporter superfamily	-	-	-	ko:K02032	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	ABC_tran,oligo_HPY
WP_072864427.1	443254.Marpi_1923	4.6e-204	567.0	COG0444@1|root,COG0444@2|Bacteria,2GC44@200918|Thermotogae	200918|Thermotogae	P	Belongs to the ABC transporter superfamily	-	-	-	ko:K02031	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	ABC_tran,oligo_HPY
WP_072864429.1	443254.Marpi_1922	1.8e-191	533.0	COG1173@1|root,COG1173@2|Bacteria,2GCC1@200918|Thermotogae	200918|Thermotogae	P	PFAM binding-protein-dependent transport systems inner membrane component	-	-	-	ko:K02034	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1,OppC_N
WP_072864431.1	443254.Marpi_1921	3.79e-211	587.0	COG0601@1|root,COG0601@2|Bacteria,2GBYF@200918|Thermotogae	200918|Thermotogae	P	PFAM binding-protein-dependent transport systems inner membrane component	-	-	-	ko:K02033	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1
WP_072864432.1	443254.Marpi_1920	0.0	920.0	COG0747@1|root,COG0747@2|Bacteria,2GC3X@200918|Thermotogae	200918|Thermotogae	E	PFAM extracellular solute-binding protein, family 5	-	-	-	ko:K02035	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	SBP_bac_5
WP_072864434.1	443254.Marpi_0754	2.36e-157	444.0	COG1131@1|root,COG1131@2|Bacteria,2GC10@200918|Thermotogae	200918|Thermotogae	V	PFAM ABC transporter	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
WP_072864439.1	443254.Marpi_0757	4.76e-43	142.0	COG1366@1|root,COG1366@2|Bacteria	2|Bacteria	T	antisigma factor binding	-	-	-	ko:K04749,ko:K20978	ko02020,ko02025,map02020,map02025	-	-	-	ko00000,ko00001,ko03021	-	-	-	Bac_transf,STAS
WP_072864440.1	443254.Marpi_1878	3.77e-140	400.0	COG0084@1|root,COG0084@2|Bacteria,2GCIK@200918|Thermotogae	200918|Thermotogae	L	Hydrolase, TatD family	-	-	-	ko:K03424	-	-	-	-	ko00000,ko01000	-	-	-	TatD_DNase
WP_072864442.1	443254.Marpi_1877	5.86e-79	234.0	COG1917@1|root,COG1917@2|Bacteria,2GD90@200918|Thermotogae	200918|Thermotogae	S	Cupin 2, conserved barrel domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2
WP_072864444.1	443254.Marpi_1876	1.15e-160	456.0	COG0682@1|root,COG0682@2|Bacteria,2GCFV@200918|Thermotogae	200918|Thermotogae	M	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins	lgt	-	-	ko:K13292	-	-	-	-	ko00000,ko01000	-	-	-	LGT
WP_072864446.1	443254.Marpi_1874	1.18e-100	313.0	295ET@1|root,2ZSSK@2|Bacteria	2|Bacteria	S	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_072864448.1	443254.Marpi_1873	1.91e-184	542.0	COG1075@1|root,COG1075@2|Bacteria,2GCN6@200918|Thermotogae	200918|Thermotogae	S	acetyltransferases and hydrolases with the alpha beta hydrolase fold	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_072864450.1	443254.Marpi_1873	3.24e-198	575.0	COG1075@1|root,COG1075@2|Bacteria,2GCN6@200918|Thermotogae	200918|Thermotogae	S	acetyltransferases and hydrolases with the alpha beta hydrolase fold	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_072864453.1	443254.Marpi_1872	9.84e-118	346.0	COG0142@1|root,COG0142@2|Bacteria,2GD2F@200918|Thermotogae	200918|Thermotogae	H	Belongs to the FPP GGPP synthase family	-	-	2.5.1.1,2.5.1.10,2.5.1.29	ko:K13787,ko:K13789	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00364,M00365,M00366	R01658,R02003,R02061	RC00279	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	-	polyprenyl_synt
WP_072864455.1	443254.Marpi_1871	8.59e-88	262.0	COG1259@1|root,COG1259@2|Bacteria,2GD3Y@200918|Thermotogae	200918|Thermotogae	S	PFAM Uncharacterised ACR, COG1259	-	-	-	ko:K08999	-	-	-	-	ko00000	-	-	-	DNase-RNase
WP_072864458.1	443254.Marpi_1870	3.64e-108	319.0	COG0204@1|root,COG0204@2|Bacteria,2GCWB@200918|Thermotogae	200918|Thermotogae	I	Belongs to the 1-acyl-sn-glycerol-3-phosphate acyltransferase family	-	-	2.3.1.51	ko:K00655	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R02241,R09381	RC00004,RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyltransferase
WP_072864463.1	443254.Marpi_1868	6.15e-155	440.0	COG1284@1|root,COG1284@2|Bacteria,2GCBB@200918|Thermotogae	2|Bacteria	S	protein conserved in bacteria (DUF2179)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2179,YitT_membrane
WP_072864467.1	1219084.AP014508_gene114	2.78e-27	106.0	COG1656@1|root,COG1656@2|Bacteria,2GDIT@200918|Thermotogae	200918|Thermotogae	S	Mut7-C RNAse domain	-	-	-	ko:K09122	-	-	-	-	ko00000	-	-	-	Mut7-C
WP_072864469.1	443254.Marpi_1867	0.0	1503.0	COG2203@1|root,COG5000@1|root,COG2203@2|Bacteria,COG5000@2|Bacteria,2GCCB@200918|Thermotogae	200918|Thermotogae	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	GAF,GAF_2,HATPase_c,HisKA,PAS,PAS_4
WP_072864472.1	443254.Marpi_1866	6.35e-69	209.0	COG0784@1|root,COG0784@2|Bacteria,2GEHS@200918|Thermotogae	200918|Thermotogae	T	PFAM response regulator receiver	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg
WP_072864475.1	443254.Marpi_1865	0.0	1695.0	COG0060@1|root,COG0060@2|Bacteria,2GC5I@200918|Thermotogae	200918|Thermotogae	J	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)	ileS	-	6.1.1.5	ko:K01870	ko00970,map00970	M00359,M00360	R03656	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,tRNA-synt_1,zf-FPG_IleRS
WP_072864477.1	767817.Desgi_3402	6.29e-70	217.0	COG1592@1|root,COG1592@2|Bacteria,1V1FF@1239|Firmicutes,248V2@186801|Clostridia,261PG@186807|Peptococcaceae	186801|Clostridia	C	PFAM Rubrerythrin	rbr	GO:0003674,GO:0003824,GO:0004601,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009636,GO:0009987,GO:0016209,GO:0016491,GO:0016684,GO:0016692,GO:0022900,GO:0042221,GO:0044237,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748	-	-	-	-	-	-	-	-	-	-	Rubrerythrin
WP_072864479.1	443254.Marpi_1934	2.63e-109	324.0	COG2890@1|root,COG2890@2|Bacteria,2GCZ7@200918|Thermotogae	200918|Thermotogae	J	Belongs to the protein N5-glutamine methyltransferase family	prmC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0016740,GO:0016741,GO:0032259,GO:0044424,GO:0044444,GO:0044464	2.1.1.297	ko:K02493	-	-	R10806	RC00003,RC03279	ko00000,ko01000,ko03012	-	-	-	MTS
WP_072864483.1	443254.Marpi_1932	1.08e-154	444.0	COG0760@1|root,COG0760@2|Bacteria,2GDI1@200918|Thermotogae	200918|Thermotogae	O	PPIC-type PPIASE domain	-	-	-	-	-	-	-	-	-	-	-	-	Rotamase_2,SurA_N_3
WP_072864485.1	443254.Marpi_1931	1.65e-106	313.0	COG1694@1|root,COG3956@2|Bacteria,2GC9A@200918|Thermotogae	200918|Thermotogae	S	PFAM MazG nucleotide pyrophosphohydrolase	-	GO:0003674,GO:0003824,GO:0006139,GO:0006163,GO:0006195,GO:0006203,GO:0006213,GO:0006220,GO:0006244,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009147,GO:0009149,GO:0009151,GO:0009155,GO:0009164,GO:0009166,GO:0009199,GO:0009200,GO:0009203,GO:0009204,GO:0009208,GO:0009210,GO:0009211,GO:0009213,GO:0009215,GO:0009217,GO:0009218,GO:0009219,GO:0009222,GO:0009223,GO:0009259,GO:0009261,GO:0009262,GO:0009264,GO:0009394,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019692,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0034656,GO:0042454,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0046046,GO:0046047,GO:0046051,GO:0046052,GO:0046060,GO:0046061,GO:0046070,GO:0046075,GO:0046076,GO:0046080,GO:0046081,GO:0046131,GO:0046133,GO:0046135,GO:0046386,GO:0046434,GO:0046483,GO:0046700,GO:0047429,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:0072527,GO:0072529,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901657,GO:1901658	3.6.1.66	ko:K02428,ko:K02499	ko00230,map00230	-	R00426,R00720,R01855,R02100,R02720,R03531	RC00002	ko00000,ko00001,ko01000,ko03036	-	-	-	MazG
WP_072864487.1	443254.Marpi_1929	2.24e-248	686.0	COG0436@1|root,COG0436@2|Bacteria,2GC6H@200918|Thermotogae	200918|Thermotogae	E	aminotransferase class I and II	-	-	2.6.1.1	ko:K00812	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230	-	R00355,R00694,R00734,R00896,R02433,R02619,R05052	RC00006	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
WP_072864491.1	443254.Marpi_1925	2.9e-189	557.0	COG0840@1|root,COG0840@2|Bacteria,2GC78@200918|Thermotogae	200918|Thermotogae	NT	Methyl-accepting chemotaxis protein (MCP) signaling domain	-	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	HAMP,MCPsignal,dCache_1
WP_072864493.1	443254.Marpi_0596	6.32e-112	327.0	COG0546@1|root,COG0546@2|Bacteria,2GEHQ@200918|Thermotogae	200918|Thermotogae	S	HAD-hyrolase-like	-	-	-	ko:K07025	-	-	-	-	ko00000	-	-	-	HAD_2
WP_072864495.1	443254.Marpi_0597	3.12e-105	307.0	COG0500@1|root,COG2226@2|Bacteria,2GDDG@200918|Thermotogae	200918|Thermotogae	H	Methyltransferase domain	-	-	2.1.1.163,2.1.1.201	ko:K03183	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116,M00117	R04990,R04993,R06859,R08774,R09736	RC00003,RC01253,RC01662	ko00000,ko00001,ko00002,ko01000	-	-	-	Methyltransf_11
WP_072864497.1	443254.Marpi_1930	1.18e-106	313.0	COG0164@1|root,COG0164@2|Bacteria,2GCXV@200918|Thermotogae	200918|Thermotogae	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	rnhB	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006281,GO:0006298,GO:0006401,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0032299,GO:0032991,GO:0033554,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901576	3.1.26.4	ko:K03470	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	RNase_HII
WP_072864505.1	443254.Marpi_1161	3.54e-282	781.0	COG1672@1|root,COG1672@2|Bacteria,2GDSG@200918|Thermotogae	200918|Thermotogae	S	Predicted AAA-ATPase	-	-	-	-	-	-	-	-	-	-	-	-	AAA-ATPase_like,PDDEXK_9
WP_072864510.1	484019.THA_847	1.9e-212	601.0	COG0154@1|root,COG0154@2|Bacteria,2GBX2@200918|Thermotogae	2|Bacteria	J	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln)	gatA	-	3.5.1.4	ko:K01426	ko00330,ko00360,ko00380,ko00627,ko00643,ko01120,map00330,map00360,map00380,map00627,map00643,map01120	-	R02540,R03096,R03180,R03909,R05551,R05590	RC00010,RC00100,RC00950,RC01025	ko00000,ko00001,ko01000	-	-	-	Amidase
WP_072864514.1	443254.Marpi_2049	3.87e-145	423.0	COG0738@1|root,COG0738@2|Bacteria,2GD5Y@200918|Thermotogae	200918|Thermotogae	G	PFAM Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
WP_072864516.1	443254.Marpi_2050	0.0	959.0	COG1164@1|root,COG1164@2|Bacteria,2GCFR@200918|Thermotogae	200918|Thermotogae	E	TIGRFAM oligoendopeptidase, M3 family	-	-	-	ko:K08602	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M3
